Title,Year,Certificate,Rating
Shirley,1995.0,R,6.1
The Thin Blue Line,1995.0,none,8.0
Kurenai no buta,1995.0,U,7.7
Bliss,1995.0,16,5.4
Ball of Fire,1995.0,none,7.7
A Wrinkle in Time,1995.0,UA,4.3
Tetro,1995.0,R,6.8
Hong hai xing dong,1995.0,none,6.6
Snitch,1995.0,UA,6.4
Supercell,1995.0,PG-13,4.4
Mudbound,1995.0,R,7.4
Shingeki no kyojin,1995.0,none,5.0
Clerks II,1995.0,R,7.3
Runaway,1995.0,none,5.9
Live Nude Girls,1995.0,R,5.2
The Ambushers,1995.0,none,5.3
Youth in Revolt,1995.0,R,6.4
Omoide no Marnie,1995.0,U,7.6
Spy Kids: Armageddon,1995.0,PG,4.3
Saw V,1995.0,R,5.8
Catch and Release,1995.0,PG-13,5.9
G.I. Jane,1995.0,R,6.0
Spoiler Alert,1995.0,PG-13,7.3
The Darkest Minds,1995.0,PG-13,5.7
Purple Rain,1995.0,UA,6.5
Mother's Day,1995.0,none,5.3
Mind Body Spirit,1995.0,none,7.3
Eiga Doraemon: Nobita no Chikyû Symphony,1995.0,none,7.4
Choses secrètes,1995.0,none,6.0
Surrogates,1995.0,UA,6.3
Free Fire,1995.0,UA,6.3
Open Water,2007.0,U,5.8
Five Easy Pieces,2007.0,U,7.4
Appaloosa,2007.0,R,6.7
The American President,2007.0,U,6.8
Warning 2,2007.0,none,7.3
Brother Orchid,2007.0,none,7.0
Battle of the Sexes,2007.0,UA,6.7
Fremont,2007.0,none,6.9
Dead Shot,2007.0,none,5.5
The Bloody Hundredth,2007.0,none,7.6
Justice League: Warworld,2007.0,R,5.3
Joan of Arc,2007.0,A,6.4
Lone Star,2007.0,R,7.4
Am I OK?,2007.0,R,6.7
Going the Distance,2007.0,R,6.3
Our Friend,2007.0,A,7.3
Bolero,2007.0,Not Rated,3.0
Er ist wieder da,2007.0,none,7.0
Flesh+Blood,2007.0,none,6.7
The Undefeated,2007.0,none,6.6
Disturbing Behavior,2007.0,A,5.6
Doctor Dolittle,2007.0,PG-13,5.4
Radio,2007.0,PG,6.9
The Wicker Man,2007.0,PG-13,3.8
The Transformers: The Movie,2007.0,U,7.2
Local Hero,2007.0,none,7.3
"20,000 Leagues Under the Sea",2007.0,none,7.2
Capturing the Friedmans,2007.0,none,7.6
Timecop,2007.0,A,5.9
El mariachi,2007.0,R,6.8
The Vikings,2007.0,none,7.0
Dumbo,2007.0,G,7.2
Big Stan,2007.0,A,6.1
Peeping Tom,2007.0,none,7.6
The Garbage Pail Kids Movie,2007.0,none,2.7
High-Rise,2007.0,R,5.5
Joe,2007.0,R,6.8
The Baker,2007.0,R,5.9
Shaft,2007.0,UA,6.4
Colonia,2007.0,R,7.0
Plan 9 from Outer Space,2007.0,none,3.9
Bakjwi,2007.0,R,7.1
The Gate,2007.0,none,6.0
Girl with a Pearl Earring,2007.0,U,6.9
Janet Planet,2007.0,PG-13,6.6
The Monster Squad,2007.0,none,6.9
Razakar: The Silent Genocide of Hyderabad,2007.0,A,8.2
À ma soeur!,2007.0,none,6.4
Jing wu men,2007.0,UA,7.2
Arthur,2012.0,U,6.9
Blood Father,2012.0,R,6.4
Bedknobs and Broomsticks,2012.0,none,7.0
United 93,2012.0,UA,7.6
Two Mules for Sister Sara,2012.0,A,7.0
Calamity Jane,2012.0,none,4.3
Grumpy Old Men,2012.0,UA,7.0
Roter Himmel,2012.0,none,7.1
El conde,2012.0,R,6.4
Higher Learning,2012.0,R,6.5
Strike!,2012.0,PG-13,6.6
Rough Night,2012.0,UA,5.2
Abre los ojos,2012.0,U,7.7
Profondo rosso,2012.0,none,7.5
Kubo and the Two Strings,2012.0,U,7.7
The Hustler,2012.0,A,8.0
Acidman,2012.0,none,5.4
WolfWalkers,2012.0,UA,8.0
Little Monsters,2012.0,none,6.0
Salmon Fishing in the Yemen,2012.0,UA,6.8
Obsessed,2012.0,PG-13,5.0
UglyDolls,2012.0,U,5.1
Brick,2012.0,R,7.1
Leap of Faith,2012.0,U,6.1
Operation Petticoat,2012.0,none,7.2
"Alice, Darling",2012.0,UA 13+,5.5
The Bonfire of the Vanities,2012.0,UA,5.6
Half Baked: Totally High,2012.0,R,5.9
The Invention of Lying,2012.0,PG-13,6.4
Stand Up Guys,2012.0,R,6.4
60 Minuten,2012.0,none,5.7
The Getaway,2012.0,A,7.3
Last Sentinel,2012.0,none,4.9
The Hole,2012.0,Not Rated,6.2
Hide and Seek,2012.0,none,4.4
About Cherry,2012.0,R,4.8
Late Bloomer,2012.0,none,6.4
Dumbo,2012.0,U,6.3
To Leslie,2012.0,R,7.1
Marmalade,2012.0,none,6.1
Pola X,2012.0,none,5.7
The Walking Dead,2012.0,none,6.6
"Lovely, Dark, and Deep",2012.0,none,4.8
Spanglish,2012.0,PG-13,6.4
Ryû to sobakasu no hime,2012.0,PG,7.1
Set It Off,2012.0,A,6.9
Legend of the Guardians: The Owls of Ga'Hoole,2022.0,U,6.9
Nicky Larson et le parfum de Cupidon,2022.0,none,6.5
Oddity,2022.0,R,7.6
Drowning by Numbers,2022.0,R,7.1
Seul contre tous,2022.0,Not Rated,7.3
A Haunted House,2022.0,R,5.0
Ravenous,2022.0,A,6.9
Swiss Family Robinson,2022.0,G,7.1
Kill,2022.0,none,7.1
Madea's Family Reunion,2022.0,PG-13,5.3
Hooper,2022.0,none,6.4
Alligator,2022.0,A,6.1
22 July,2022.0,R,6.8
Assassin,2022.0,R,3.2
Invasion of the Body Snatchers,2022.0,none,7.7
Three,2022.0,none,4.9
6 Hours Away,2022.0,none,3.8
Das Cabinet des Dr. Caligari,2022.0,none,8.0
21 Rubies,2022.0,none,6.6
Le consentement,2022.0,none,6.5
Spooks: The Greater Good,2022.0,R,6.2
Akeelah and the Bee,2022.0,PG,7.4
Wag the Dog,2022.0,R,7.1
Cult of Chucky,2022.0,A,5.3
Balls of Fury,2022.0,PG-13,5.3
The Ringer,2022.0,PG-13,5.8
172 Days,2022.0,none,6.5
The Light Between Oceans,2022.0,PG-13,7.2
Hytti nro 6,2022.0,R,7.2
Short Cuts,2022.0,R,7.6
The Cotton Club,2022.0,U,6.5
Slayers,2022.0,R,3.3
Project Almanac,2022.0,PG-13,6.3
State of Grace,2022.0,none,7.2
Cargo,2022.0,none,6.3
Aloha,2022.0,PG-13,5.4
Shayar,2022.0,none,8.8
Phantasm,2022.0,A,6.6
13,2022.0,R,6.0
Virtuosity,2022.0,UA,5.5
Miracle in Cell No. 7,2022.0,none,8.2
Trespass,2022.0,R,5.3
The Grinch,2022.0,U,6.4
The Forbidden Kingdom,2022.0,U,6.5
Young Hearts,2022.0,none,7.9
Mayhem,2022.0,Unrated,6.4
My Cousin Rachel,2022.0,PG-13,6.0
Trudno byt bogom,2022.0,none,6.6
Chained,2025.0,R,6.4
Flatliners,2025.0,A,5.2
Lost Girls,2025.0,R,6.2
The First Purge,2025.0,Not Rated,5.2
True Crime,2025.0,R,6.6
Straw Dogs,2025.0,UA,5.8
Les enfants du paradis,2025.0,none,8.3
99 Homes,2025.0,R,7.1
The Delta Force,2025.0,none,5.6
Året jag slutade prestera och började onanera,2025.0,none,5.2
Cosmopolis,2025.0,R,5.1
Second Act,2025.0,A,5.8
Dange,2025.0,UA,5.5
The Wolfman,2025.0,UA 13+,5.8
La cara oculta,2025.0,R,7.3
Moscow on the Hudson,2025.0,none,6.5
"Legally Blonde 2: Red, White & Blonde",2025.0,U,4.8
The Siege,2025.0,A,6.4
La planète sauvage,2025.0,U,7.7
The Donor Party,2025.0,none,4.6
Tiptoes,2025.0,R,4.2
The One,2025.0,A,5.9
Invitation to a Murder,2025.0,PG-13,5.1
Milk,2025.0,A,7.5
Il fiore delle mille e una notte,2025.0,none,6.7
Paul Blart: Mall Cop,2025.0,PG,5.3
Moxie,2025.0,13,6.7
Enemy Mine,2025.0,U,6.8
Soldier Blue,2025.0,R,6.9
Around the World in 80 Days,2025.0,7,5.9
The Marksman,2025.0,UA,5.7
A Star Is Born,2025.0,none,7.3
The Bunny Game,2025.0,none,3.3
Pillow Talk,2025.0,A,7.4
Trois couleurs: Bleu,2025.0,U,7.8
Supernova,2025.0,PG-13,4.8
Holy Smoke,2025.0,R,5.9
Hocus Pocus 2,2025.0,UA 13+,6.0
Only You,2025.0,none,6.7
Confessions of a Teenage Drama Queen,2025.0,PG,4.7
Witch,2025.0,none,7.9
Inspector Gadget,2025.0,U,4.2
Monte Carlo,2025.0,PG,5.8
The Monkey King,2025.0,PG,5.8
Psycho II,2025.0,A,6.6
Rogue,2025.0,R,6.2
Open Season,2025.0,U,6.1
Visions,2025.0,none,5.4
55 Steps,2025.0,PG-13,6.9
Harlem Nights,1997.0,A,6.1
Mary and Max.,1997.0,U,8.1
The General's Daughter,1997.0,A,6.4
Men of Honor,1997.0,UA,7.2
Mientras duermes,1997.0,none,7.2
The Return of the Texas Chainsaw Massacre,1997.0,A,3.3
Crossroads,1997.0,none,7.1
"Yes, God, Yes",1997.0,R,6.1
The Sitter,1997.0,R,5.6
The Bad Seed,1997.0,none,7.4
Dead Man Walking,1997.0,A,7.5
A Star Is Born,1997.0,U,6.1
The Ward,1997.0,UA,5.5
Kangaroo Jack,1997.0,U,4.5
The Chase,1997.0,none,7.1
Seumateuponeul tteoreotteuryeosseul ppuninde,1997.0,UA 13+,6.4
Point of No Return,1997.0,R,6.1
The Sword and the Sorcerer,1997.0,U,5.5
Julie & Julia,1997.0,UA,7.0
Horrible Bosses 2,1997.0,A,6.3
Funny Girl,1997.0,U,7.4
Betray,1997.0,none,5.0
Chor Nikal Ke Bhaga,1997.0,UA 16+,7.3
Les quatre cents coups,1997.0,U,8.1
Little Big League,1997.0,PG,6.2
Waking Life,1997.0,R,7.7
At Eternity's Gate,1997.0,PG-13,6.9
Wolf,1997.0,A,6.3
Hudson Hawk,1997.0,UA,5.7
Water for Elephants,1997.0,A,6.9
The Punisher,1997.0,none,5.6
Bacheha-Ye aseman,1997.0,PG,8.2
Stonehearst Asylum,1997.0,PG-13,6.8
The Vampire Lovers,1997.0,none,6.4
Dolor y gloria,1997.0,A,7.5
Drishyam 2,1997.0,UA,8.2
Valley of the Dolls,1997.0,PG-13,6.0
Hanky Panky,1997.0,none,3.2
Amour,1997.0,UA,7.9
Life as a House,1997.0,UA,7.4
The Incredible Mr. Limpet,1997.0,none,6.5
Hung fan kui,1997.0,R,6.7
The X Files,1997.0,PG-13,7.0
Let Him Go,1997.0,R,6.7
Oklahoma!,1997.0,none,7.0
31,1997.0,R,5.1
River's Edge,1997.0,A,6.9
The New Guy,1997.0,UA,5.8
School Ties,2024.0,PG-13,6.9
Perfect Addiction,2024.0,R,5.5
En kongelig affære,2024.0,R,7.5
Red Shoes and the Seven Dwarfs,2024.0,12+,6.4
Il gattopardo,2024.0,none,7.9
His Brother's Wife,2024.0,none,5.7
Friday the 13th Part III,2024.0,A,5.6
Miss Meadows,2024.0,none,5.8
The Personal History of David Copperfield,2024.0,U,6.4
Free State of Jones,2024.0,R,6.9
Robots,2024.0,R,5.5
The Greasy Strangler,2024.0,none,5.7
Them!,2024.0,U,7.2
Brain on Fire,2024.0,PG-13,6.6
Smilin' Through,2024.0,none,6.4
Entrapment,2024.0,U,6.3
Neighbors 2: Sorority Rising,2024.0,R,5.7
Smultronstället,2024.0,U,8.1
Joysticks,2024.0,none,4.5
Becoming Jane,2024.0,PG,7.0
Klute,2024.0,A,7.1
Transporter 3,2024.0,UA,6.1
Circle,2024.0,none,6.0
The King's Daughter,2024.0,PG,5.1
Festen,2024.0,R,8.0
The Rewrite,2024.0,none,6.3
Sleepless,2024.0,R,5.6
Shadow of a Doubt,2024.0,none,7.8
Friday After Next,2024.0,R,5.8
Red Riding Hood,2024.0,PG-13,5.4
Mission to Mars,2024.0,U,5.7
The Stepford Wives,2024.0,none,6.9
Romantik Hirsiz,2024.0,none,4.6
Yôjû toshi,2024.0,Not Rated,6.7
Michael Collins,2024.0,UA,7.1
Brian and Charles,2024.0,PG,6.7
Waiting for the Barbarians,2024.0,none,5.9
Eight Legged Freaks,2024.0,UA,5.5
Bridget Jones: The Edge of Reason,2024.0,UA,6.0
They Shall Not Grow Old,2024.0,UA,8.2
Step Up 2: The Streets,2024.0,U,6.2
Nabarvené ptáche,2024.0,none,7.3
Eraser,2024.0,A,6.2
The Wizard,2024.0,none,6.1
Private Lessons,2024.0,none,5.1
Secret Window,2024.0,UA,6.5
The Road Dance,2024.0,none,7.0
Creepshow 2,2024.0,A,6.0
Quadrophenia,2024.0,none,7.2
The American,2002.0,none,6.9
Bye Bye Birdie,2002.0,none,6.6
Loving Vincent,2002.0,UA,7.8
Taps,2002.0,U,6.8
The Philadelphia Story,2002.0,none,7.9
Swept Away,2002.0,18,3.6
Heaven Is for Real,2002.0,UA,5.8
Night of the Hunted,2002.0,none,5.3
The Arrival,2002.0,PG-13,6.2
Step Up Revolution,2002.0,UA,6.4
Khufiya,2002.0,UA 16+,6.1
Spellbound,2002.0,none,7.5
Kimetsu no Yaiba: Katanakaji no Sato-hen,2002.0,A,7.5
Tess,2002.0,U,7.3
Zetchô kazoku: Aijin-darake,2002.0,none,6.0
Doragon Bôru Sûpâ Burorî,2002.0,UA,7.7
Sergio,2002.0,18,6.2
Bug,2002.0,R,6.1
Breakin',2002.0,U,5.8
Django,2002.0,A,7.2
Hemel,2002.0,none,5.6
Hunger,2002.0,none,7.5
Wrong Place,2002.0,none,3.4
Rita,2002.0,none,5.2
Les parapluies de Cherbourg,2002.0,none,7.8
Jûsan-nin no shikaku,2002.0,R,7.5
Dracula: Dead and Loving It,2002.0,PG-13,5.8
Selma,2002.0,PG-13,7.5
"Aguirre, der Zorn Gottes",2002.0,Not Rated,7.8
Malibu Express,2002.0,none,4.8
All Hallows' Eve,2002.0,none,5.2
Kung Pow: Enter the Fist,2002.0,PG-13,6.2
Awake,2002.0,18,4.9
The Vast of Night,2002.0,13,6.7
Evita,2002.0,U,6.3
"I Love You, Beth Cooper",2002.0,UA,5.3
The Best of Enemies,2002.0,PG-13,7.3
A Little Life,2002.0,none,8.5
Dave,2002.0,UA,6.9
Terminal,2002.0,none,5.3
Cape Fear,2002.0,A,7.7
State's Evidence,2002.0,R,6.0
The Jacket,2002.0,A,7.1
Man on the Moon,2002.0,R,7.4
After Death,2002.0,PG-13,6.3
Vacation Friends,2002.0,A,6.3
Junior,2002.0,U,4.7
Would You Rather,2002.0,none,5.7
The Clan of the Cave Bear,2023.0,none,5.4
Lethal Weapon 4,2023.0,A,6.6
The Possession,2023.0,A,5.9
Toy Soldiers,2023.0,A,6.6
Meet Cute,2023.0,none,5.7
The Ice Age Adventures of Buck Wild,2023.0,U,4.3
Spy Kids 4: All the Time in the World,2023.0,PG,3.5
Foursome,2023.0,none,4.6
Thursday,2023.0,R,7.1
Knockaround Guys,2023.0,R,6.1
Kate & Leopold,2023.0,U,6.4
The Hundred-Foot Journey,2023.0,PG,7.3
Cold Skin,2023.0,UA,6.0
Stars at Noon,2023.0,R,5.5
In the Bedroom,2023.0,UA,7.4
Rollerball,2023.0,U,6.5
BloodRayne,2023.0,A,3.0
The Kitchen,2023.0,R,4.8
A Place in the Sun,2023.0,A,7.7
Refuge,2023.0,R,4.0
East of Eden,2023.0,U,7.8
The Man in the Moon,2023.0,U,7.3
Staying Alive,2023.0,U,4.8
Big Momma's House,2023.0,A,5.2
Hangman,2023.0,R,5.2
Dirty Ice Cream,2023.0,none,5.1
Age of Indiscretion,2023.0,none,6.2
The Devil's Own,2023.0,A,6.2
All Quiet on the Western Front,2023.0,U,8.1
Dear Zachary: A Letter to a Son About His Father,2023.0,none,8.5
Not Okay,2023.0,R,6.1
St. Trinian's,2023.0,Not Rated,5.8
Jaane Jaan,2023.0,UA 16+,7.0
Let's Be Cops,2023.0,R,6.4
Play Misty for Me,2023.0,A,6.9
Hable con ella,2023.0,R,7.9
The Aeronauts,2023.0,PG-13,6.6
Fitzcarraldo,2023.0,none,8.0
Kimi,2023.0,A,6.3
The Bedroom Window,2023.0,A,6.4
"To Sir, with Love",2023.0,U,7.6
Love Me,2023.0,none,5.9
Breakfast on Pluto,2023.0,R,7.2
The Whole Truth,2023.0,A,6.2
Elektra Luxx,2023.0,R,5.0
Basic,2023.0,R,6.4
Observe and Report,2023.0,R,5.8
All the Old Knives,2023.0,16,6.1
Silkwood,2023.0,A,7.1
Sing Sing,2007.0,R,8.0
USS Indianapolis: Men of Courage,2007.0,R,5.3
Jobs,2007.0,UA,6.0
Humanoids from the Deep,2007.0,none,5.7
A Nightmare on Elm Street: The Dream Child,2007.0,A,5.0
Howards End,2007.0,U,7.4
De forbandede år 2,2007.0,none,6.4
The Game Plan,2007.0,U,6.4
The Man Who Would Be King,2007.0,U,7.8
Tourist Trap,2007.0,none,6.1
Bullet to the Head,2007.0,A,5.7
Maladolescenza,2007.0,none,5.6
Safety Not Guaranteed,2007.0,R,6.9
Tangerine,2007.0,R,7.1
Nashville,2007.0,none,7.6
Double Impact,2007.0,R,5.6
Cold Blood Legacy,2007.0,none,4.7
Then Came You,2007.0,none,6.9
The Hollywood Knights,2007.0,none,6.2
Voleuses,2007.0,none,5.7
Arkansas,2007.0,R,6.0
Employee of the Month,2007.0,PG-13,5.6
Pride and Glory,2007.0,R,6.6
Mighty Joe Young,2007.0,UA,5.7
Andhadhun,2007.0,UA,8.2
Buddy Games: Spring Awakening,2007.0,R,4.5
Diner,2007.0,none,7.0
Above the Law,2007.0,A,6.0
Salon Kitty,2007.0,none,5.4
Breach,2007.0,PG-13,7.0
Sweetheart,2007.0,none,6.4
Freddy's Dead: The Final Nightmare,2007.0,UA,4.7
The Hills Have Eyes II,2007.0,R,5.1
One Ranger,2007.0,R,5.0
Last Vegas,2007.0,A,6.6
The Darkest Hour,2007.0,UA,4.9
Bloomington,2007.0,none,5.8
40 Days and 40 Nights,2007.0,A,5.6
Run All Night,2007.0,R,6.6
'71,2007.0,R,7.2
Son in Law,2007.0,UA,5.9
Two Weeks Notice,2007.0,UA,6.1
Winner,2007.0,none,7.3
Bowfinger,2007.0,A,6.5
Los cronocrímenes,2007.0,R,7.1
The Invisible Woman,2007.0,R,6.1
Monolith,2007.0,none,4.8
Personal Shopper,2007.0,15+,6.1
Fallen,2007.0,PG-13,5.2
A Walk in the Clouds,2018.0,UA,6.7
Jonah,2018.0,none,3.7
Human Desire,2018.0,none,7.1
Mulholland Falls,2018.0,R,6.3
Fantastic Voyage,2018.0,PG,6.8
3 Ninjas Kick Back,2018.0,PG,4.6
Arbitrage,2018.0,A,6.6
Fools Rush In,2018.0,PG-13,6.1
Beasts of No Nation,2018.0,UA 16+,7.7
The Roommate,2018.0,none,4.8
Fire Island,2018.0,R,6.7
Tell It to the Bees,2018.0,none,6.4
The Collection,2018.0,A,6.1
At Close Range,2018.0,none,6.9
Surprised by Oxford,2018.0,none,6.3
Left Behind: Rise of the Antichrist,2018.0,none,4.4
Silent Running,2018.0,U,6.6
Werk ohne Autor,2018.0,R,7.7
Jimmy Neutron: Boy Genius,2018.0,U,6.1
Tôkyô monogatari,2018.0,U,8.1
Philomena,2018.0,PG-13,7.6
The Aftermath,2018.0,R,6.3
Star Trek: Nemesis,2018.0,Not Rated,6.4
You Get Me,2018.0,none,4.7
The Mountain Between Us,2018.0,UA,6.4
Shaft,2018.0,A,6.0
The Peacemaker,2018.0,A,6.0
Ripley Under Ground,2018.0,none,5.9
Emily,2018.0,R,6.8
Sister My Sister,2018.0,R,6.5
Dicks: The Musical,2018.0,R,5.4
Memphis Belle,2018.0,none,6.9
American Animals,2018.0,R,7.0
The Miseducation of Cameron Post,2018.0,none,6.6
Ricochet,2018.0,R,6.2
Apt Pupil,2018.0,A,6.7
The Great Race,2018.0,none,7.2
Secrets & Lies,2018.0,U,8.0
The Man Who Fell to Earth,2018.0,Not Rated,6.6
Sennen joyû,2018.0,Not Rated,7.8
High School Musical 3: Senior Year,2018.0,U,5.0
Chopper,2018.0,A,7.1
In a Lonely Place,2018.0,none,7.9
A Teacher,2018.0,none,4.8
No Way Out,2018.0,none,3.7
Andrei Rublev,2018.0,none,8.0
Gwigongja,2018.0,none,6.8
Replicas,2018.0,PG-13,5.5
Ponyboi,2010.0,none,6.2
Dungeons & Dragons,2010.0,UA,3.6
Irena's Vow,2010.0,R,6.3
Mijn beste vriendin Anne Frank,2010.0,16,6.3
Lone Star,2010.0,none,6.2
The Funhouse,2010.0,none,5.9
The Bad Lieutenant: Port of Call - New Orleans,2010.0,R,6.6
Hard to Kill,2010.0,A,5.8
Zulu,2010.0,U,7.7
Notorious,2010.0,R,6.7
L'événement,2010.0,R,7.4
Battle Beyond the Stars,2010.0,U,5.5
Dziewczyny z Dubaju,2010.0,none,5.3
Looking for Mr. Goodbar,2010.0,none,6.7
Song One,2010.0,PG-13,5.8
Genius,2010.0,PG-13,6.5
The Book of Henry,2010.0,PG-13,6.6
The SpongeBob Movie: Sponge on the Run,2010.0,7,5.9
Hot Pursuit,2010.0,PG-13,5.1
Wizards,2010.0,none,6.3
The Profane Exhibit,2010.0,none,3.4
Maniac,2010.0,A,6.4
Six Degrees of Separation,2010.0,UA,6.8
Fanny och Alexander,2010.0,A,8.1
The Night Clerk,2010.0,R,5.6
Planes,2010.0,U,5.7
Best of the Best,2010.0,none,6.4
A Perfect Pairing,2010.0,UA 7+,6.1
Gunless,2010.0,none,6.4
Jingle All the Way,2010.0,U,5.7
My Dead Friend Zoe,2010.0,none,8.3
Gedo senki,2010.0,U,6.3
Spring,2010.0,none,6.7
TMNT,2010.0,PG,6.2
Gueules noires,2010.0,none,5.7
Once Were Warriors,2010.0,A,7.9
The House,2010.0,16,6.8
Escape,2010.0,R,6.0
Get Over It,2010.0,PG-13,5.7
Gold,2010.0,R,5.4
Il conformista,2010.0,UA,7.9
Do-ga-ni,2010.0,none,8.0
Breathless,2010.0,none,6.0
Kho Gaye Hum Kahan,2010.0,UA 13+,7.4
"Dark Places, Deadly Illusions",2010.0,18,3.8
The Eagle,1995.0,PG-13,6.2
Broken Flowers,1995.0,UA,7.1
The Two Popes,1995.0,16,7.6
Renegades,1995.0,A,5.5
Snatched,1995.0,none,6.4
Repulsion,1995.0,none,7.6
Son of a Gun,1995.0,R,6.4
Genghis Khan,1995.0,none,5.8
Jackie,1995.0,UA,6.7
Insidious: Chapter 3,1995.0,A,6.1
Gridiron Gang,1995.0,PG-13,7.1
The Adventures of Robin Hood,1995.0,PG,7.9
Sibyl,1995.0,none,5.9
Kiseijuu,1995.0,none,6.8
Postcards from the Edge,1995.0,none,6.7
The Crow: Wicked Prayer,1995.0,R,3.0
Daddy's Little Girls,1995.0,PG-13,5.8
Grizzly Man,1995.0,R,7.8
Lansky,1995.0,R,6.2
Just Married,1995.0,UA,5.5
Les valseuses,1995.0,18,7.1
Shivers,1995.0,Not Rated,6.3
Mirrors,1995.0,A,6.1
The Interpreter,1995.0,16,6.4
A Woman Under the Influence,1995.0,none,8.0
About Last Night...,1995.0,U,6.3
L.A. Story,1995.0,U,6.7
Unfriended: Dark Web,1995.0,16,6.0
The Fountainhead,1995.0,none,7.0
The Subject Was Roses,1995.0,U,7.0
Kaguya-hime no monogatari,1995.0,U,8.0
Summer of '42,1995.0,A,7.2
He Went That Way,1995.0,none,5.2
The Doom Generation,1995.0,R,6.1
Yuen Chun Hap yu Wai See Lee,1995.0,none,6.7
Science Fiction Volume One: The Osiris Child,1995.0,none,5.5
Chemical Hearts,1995.0,16,6.3
We Grown Now,1995.0,PG,7.4
LOLA,1995.0,none,6.4
Cross of Iron,1995.0,A,7.4
The Dyatlov Pass Incident,1995.0,R,5.7
Kærlighed for voksne,1995.0,A,6.5
Black Christmas,1995.0,A,7.1
Nattevagten,1995.0,none,7.2
Camp Nowhere,1995.0,PG,6.1
You Won't Be Alone,1995.0,R,6.4
American Ultra,1995.0,R,6.1
Courage Under Fire,1995.0,UA,6.6
Bonus Track,1995.0,none,7.6
Altitude,1945.0,R,3.9
Blown Away,1945.0,UA,6.2
Land of the Dead,1945.0,A,6.2
Demon Seed,1945.0,A,6.3
Ilsa: She Wolf of the SS,1945.0,none,5.1
Beverly Hills Ninja,1945.0,UA,5.6
The Great Debaters,1945.0,PG-13,7.5
Le deuxième acte,1945.0,none,6.6
Ali,1945.0,UA,6.7
Moving Violations,1945.0,none,5.7
Les aventures extraordinaires d'Adèle Blanc-Sec,1945.0,PG,6.3
Simulant,1945.0,none,5.2
Back to the Outback,1945.0,7,6.5
The Social Dilemma,1945.0,13,7.6
Texas Killing Fields,1945.0,R,5.7
Saw IV,1945.0,R,5.9
The Common Law,1945.0,none,5.9
Because I Said So,1945.0,U,5.6
Chun gwong ja sit,1945.0,none,7.7
Phenomenon,1945.0,U,6.4
Nowhere to Run,1945.0,A,5.7
Nuevo orden,1945.0,R,6.5
Love & Basketball,1945.0,U,7.2
K.G.F: Chapter 2,1945.0,UA,8.3
The Ring Two,1945.0,A,5.4
Max Payne,1945.0,A,5.3
Little Bone Lodge,1945.0,R,6.1
What Is Life Worth,1945.0,PG-13,6.8
Anselm - Das Rauschen der Zeit,1945.0,none,7.2
Oscar,1945.0,U,6.5
Bachelorette,1945.0,R,5.3
Tin Cup,1945.0,UA,6.4
China Sky,1945.0,none,6.0
The Unholy,1945.0,PG-13,5.1
Head Over Heels,1945.0,PG-13,5.4
Tralala,1945.0,none,5.9
The Spy Who Dumped Me,1945.0,A,6.0
Toni Erdmann,1945.0,A,7.3
The Stepfather,1945.0,A,5.6
Ghosts of Girlfriends Past,1945.0,PG-13,5.8
Get Rich or Die Tryin',1945.0,R,5.5
Robin and the 7 Hoods,1945.0,none,6.4
The First Nudie Musical,1945.0,none,5.4
Another Earth,1945.0,PG-13,6.9
Candy,1945.0,none,5.1
Cat on a Hot Tin Roof,1945.0,A,7.9
Sid and Nancy,1945.0,Not Rated,7.0
Lord of the Flies,1945.0,none,6.9
Zombeavers,1945.0,R,4.8
Die Hart,1955.0,none,5.2
Irrational Man,1955.0,R,6.6
Death Game,1955.0,none,5.6
Exit to Eden,1955.0,R,4.2
Time Is Up 2,1955.0,none,3.2
Chantal im Märchenland,1955.0,none,4.6
3:10 to Yuma,1955.0,U,7.6
Stigmata,1955.0,R,6.2
Romper Stomper,1955.0,R,6.8
Bottle Rocket,1955.0,R,6.9
Beau Travail,1955.0,none,7.3
Passion,1955.0,R,5.3
Siksa Kubur,1955.0,none,7.1
Ransom,1955.0,UA,6.7
Catherine Called Birdy,1955.0,UA 16+,6.6
Valerie a týden divu,1955.0,none,7.1
Embrace of the Vampire,1955.0,R,4.4
La cité des enfants perdus,1955.0,R,7.5
R.I.P.D. 2: Rise of the Damned,1955.0,PG-13,4.6
The Ultimate Gift,1955.0,PG,7.3
Ride the High Country,1955.0,none,7.4
Hellraiser III: Hell on Earth,1955.0,A,5.5
It Takes Two,1955.0,U,5.9
The Santa Clause,1955.0,U,6.6
Dr. Phibes Rises Again,1955.0,none,6.3
Vegas Vacation,1955.0,UA,5.9
Ron's Gone Wrong,1955.0,U,7.1
Dracula's Daughter,1955.0,none,6.3
The Lost King,1955.0,U,6.7
Devdas,1955.0,U,7.5
The Big Knife,1955.0,none,6.8
"Hush...Hush, Sweet Charlotte",1955.0,A,7.5
Professione: reporter,1955.0,U,7.5
Palitan,1955.0,none,5.2
Take Me Home Tonight,1955.0,R,6.3
"Relax, I'm from the Future",1955.0,none,5.3
Death Rider in the House of Vampires,1955.0,none,3.6
Bliss,1955.0,R,6.0
Boksuneun naui geot,1955.0,UA,7.5
The Rebound,1955.0,UA 13+,6.3
Bride of Frankenstein,1955.0,none,7.8
After Yang,1955.0,PG,6.6
Kon-Tiki,1955.0,Not Rated,7.1
The Cobbler,1955.0,PG-13,5.8
A Dirty Shame,2021.0,A,5.1
