Title,Year,Certificate,Rating
Deathstalker,2019.0,none,4.6
The Words,2019.0,PG-13,7.0
The Devil Conspiracy,2019.0,R,4.6
Without a Paddle,2019.0,PG-13,5.8
1922,2019.0,18,6.2
20segi sonyeo,2019.0,UA 13+,7.3
Imperium,2019.0,R,6.5
Pi,2019.0,R,7.3
Poker Face,2019.0,none,5.2
The Longest Yard,2019.0,none,7.1
The Cheat,2019.0,none,6.5
Antz,2019.0,U,6.5
Maste eshgh,2019.0,none,8.2
Land of the Lost,2019.0,UA,5.3
Bhimaa,2019.0,none,5.6
Sick,2019.0,R,6.0
Listen to Me,2019.0,none,5.2
47 Meters Down: Uncaged,2019.0,A,5.0
Hondo,2019.0,PG,7.0
American Mary,2019.0,R,6.2
The Man Who Knew Infinity,2019.0,U,7.2
Assault on Precinct 13,2019.0,A,7.3
"Roman J. Israel, Esq.",2019.0,13,6.5
The Year of Living Dangerously,2019.0,U,7.1
Polite Society,2019.0,A,6.6
White Girl,2019.0,18,5.7
Fear,2019.0,R,3.6
My Left Foot: The Story of Christy Brown,2019.0,U,7.8
La donna lupo,2019.0,none,4.3
Sabrina,2019.0,PG,6.3
Slow,2019.0,none,7.2
Quarantine,2019.0,A,6.0
The Fog,2019.0,A,3.7
Detroit,2019.0,R,7.3
The Good Shepherd,2019.0,R,6.7
Chain Reaction,2019.0,UA,5.6
Mangiati vivi!,2019.0,none,5.1
Time Is Up,2019.0,none,4.2
The Tender Bar,2019.0,UA 16+,6.7
The Kid Who Would Be King,2019.0,PG,6.1
Metal Lords,2019.0,A,6.7
Whitney Houston: I Wanna Dance with Somebody,2019.0,UA 13+,6.6
Chugyeokja,2019.0,none,7.8
#Saraitda,2019.0,16,6.3
V/H/S/85,2019.0,none,5.6
Vampires,2019.0,A,6.1
It's a Boy Girl Thing,2019.0,UA,6.2
The Limey,2019.0,R,6.9
With Honors,2019.0,PG-13,6.7
21 Bridges,2019.0,A,6.6
The Sleepover,2019.0,7,5.7
Lord of Misrule,2019.0,none,5.1
Le otto montagne,2019.0,none,7.7
Girl at the Window,2019.0,R,4.2
Found,2019.0,none,5.8
Cutthroat Island,2019.0,U,5.7
Derailed,2019.0,R,6.6
The Runaways,2019.0,R,6.5
Ambush,2019.0,R,4.0
Jatt Nuu Chudail Takri,2019.0,none,6.2
Resistance,2019.0,R,6.5
The World to Come,2019.0,R,6.4
37°2 le matin,2019.0,A,7.3
The Indian in the Cupboard,2019.0,U,6.0
Woman in Gold,2019.0,Not Rated,7.3
Dracula,2006.0,none,7.4
Hard Target,2006.0,A,6.2
Pumpkinhead,2006.0,A,6.2
Larry Crowne,2006.0,UA,6.1
Shag,2006.0,none,6.4
The War of the Worlds,2006.0,U,7.0
Serbuan maut 2: Berandal,2006.0,A,7.9
White Men Can't Jump,2006.0,UA 16+,5.1
Shutter,2006.0,none,7.0
What About Bob?,2006.0,U,7.0
Convoy,2006.0,U,6.3
Just My Luck,2006.0,U,5.4
Get Hard,2006.0,R,6.0
Up in Smoke,2006.0,A,6.9
Konferensen,2006.0,none,5.7
Star Trek: Generations,2006.0,U,6.6
Krazy House,2006.0,none,5.5
My Octopus Teacher,2006.0,7,8.1
A Perfect Getaway,2006.0,Not Rated,6.5
Critters,2006.0,U,6.1
The Party,2006.0,none,7.4
Johnny English Reborn,2006.0,UA,6.3
Hubie Halloween,2006.0,13,5.2
Holy Spider,2006.0,none,7.3
Vampires Suck,2006.0,PG-13,3.4
Smoke,2006.0,R,7.4
Wildflower,2006.0,R,6.8
Kill Bill: The Whole Bloody Affair,2006.0,none,8.7
Entre nous,2006.0,none,5.0
Stuber,2006.0,A,6.2
The Rescuers,2006.0,none,6.9
The Underdoggs,2006.0,R,5.6
"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelles",2006.0,none,7.5
Curious George,2006.0,U,6.5
Sisters,2006.0,R,6.0
Clifford the Big Red Dog,2006.0,U,5.9
Stone Cold,2006.0,R,6.1
Wish Upon,2006.0,UA,5.1
Flags of Our Fathers,2006.0,U,7.1
Used Cars,2006.0,A,6.7
Ladri di biciclette,2006.0,U,8.3
Trick 'r Treat,2006.0,R,6.7
Kairo,2006.0,R,6.5
80 for Brady,2006.0,PG-13,5.9
What a Girl Wants,2006.0,U,5.8
The Duchess,2006.0,All,6.9
When a Stranger Calls,2006.0,A,5.1
The Ice Road,2006.0,All,5.6
Backcountry,2006.0,R,6.0
The Verdict,1996.0,U,7.7
Galaxy of Terror,1996.0,A,5.0
Mouse Hunt,1996.0,U,6.5
Bicentennial Man,1996.0,UA,6.9
Three O'Clock High,1996.0,U,7.1
Happy Few,1996.0,none,5.6
Gothika,1996.0,A,5.8
The Other,1996.0,none,6.8
Tótem,1996.0,none,7.1
Blue Bayou,1996.0,R,7.1
Busanhaeng 2: Bando,1996.0,A,5.5
Le grand bleu,1996.0,U,7.5
Vivo,1996.0,7,6.7
Killer Elite,1996.0,R,6.4
Sugar & Spice,1996.0,PG-13,5.7
Slumberland,1996.0,UA 7+,6.7
Aftermath,1996.0,18,5.3
MacGruber,1996.0,R,5.6
Eagle Eye,1996.0,A,6.6
Holidate,1996.0,16,6.1
In from the Side,1996.0,none,6.7
Mr. Popper's Penguins,1996.0,U,6.0
Section 8,1996.0,none,4.3
The Moor,1996.0,none,7.4
Il mio nome è Nessuno,1996.0,none,7.3
The Cellar,1996.0,none,5.3
The Long Good Friday,1996.0,none,7.6
Exposed,1996.0,R,4.3
Tasogare Seibei,1996.0,none,8.1
Trance,1996.0,R,6.9
Hannah Montana: The Movie,1996.0,none,4.7
Blood and Bone,1996.0,R,6.7
Broken Arrow,1996.0,UA,6.1
Madres paralelas,1996.0,R,7.1
RocketMan,1996.0,PG,5.9
Night Moves,1996.0,A,7.1
Soul Surfer,1996.0,PG,7.0
Heaven's Gate,1996.0,A,6.7
Barb and Star Go to Vista Del Mar,1996.0,PG-13,6.3
Club Zero,1996.0,none,5.9
Dragon: The Bruce Lee Story,1996.0,A,7.0
Last Flag Flying,1996.0,R,6.9
Martha Marcy May Marlene,1996.0,R,6.8
France,1996.0,none,5.9
Mr. Bean's Holiday,1996.0,U,6.4
Mr. Peabody & Sherman,1996.0,U,6.8
How High,1996.0,R,6.2
The Bling Ring,1996.0,R,5.6
The Night of the Grizzly,1996.0,none,6.5
Sound of Hope: The Story of Possum Trot,1996.0,PG-13,8.5
MILF,1996.0,18,4.8
The Big Sleep,1996.0,none,7.9
One Day as a Lion,1996.0,R,5.1
Happy Ending,1996.0,none,5.4
Foil,1996.0,none,4.1
Hopscotch,1996.0,U,7.1
Running Scared,1996.0,none,6.5
Love & Mercy,1996.0,PG-13,7.4
Descansar en paz,1996.0,none,5.8
Mary Magdalene,1996.0,UA,5.9
"Angus, Thongs and Perfect Snogging",1996.0,U,6.3
Vampire's Kiss,1996.0,none,6.1
Murderers' Row,1996.0,none,5.8
Home Alone 3,1996.0,U,4.6
Whiskey Tango Foxtrot,1996.0,R,6.6
Flubber,1996.0,U,5.3
Running Scared,1996.0,R,7.3
Stay,1996.0,UA,6.7
The Outsider,1996.0,18,6.2
Gil Bok-soon,1996.0,A,6.6
Lilja 4-ever,1996.0,R,7.8
Spirited,1996.0,UA 16+,6.6
McLintock!,1996.0,none,7.1
The Getaway,1996.0,R,5.8
The Call,1996.0,A,6.7
The Texas Chainsaw Massacre 2,1996.0,A,5.6
Rogue Agent,1996.0,none,6.4
You Again,1996.0,U,5.7
The Way We Were,1996.0,U,7.0
Taeksi woonjunsa,1996.0,UA,7.9
Gulliver's Travels,1996.0,U,4.9
The Crucible,1996.0,A,6.8
Out of Time,1996.0,A,6.5
Dorian Gray,1996.0,R,6.2
Where the Wild Things Are,1996.0,U,6.7
Your Lucky Day,1996.0,R,5.9
Frühreifen-Report,1996.0,none,4.9
Matchstick Men,1996.0,A,7.3
Jeepers Creepers 2,1996.0,A,5.7
Europa Report,1996.0,PG-13,6.4
The Vampire Next Door,1996.0,none,4.5
Drugstore June,1996.0,none,5.2
Blood & Gold,1996.0,A,6.5
3 from Hell,1996.0,R,5.4
White Boy Rick,1996.0,A,6.5
*batteries not included,1996.0,Not Rated,6.6
The Blind,1996.0,PG-13,6.2
Garfield: A Tale of Two Kitties,2020.0,U,5.0
Siren,2020.0,none,6.4
Safe,2020.0,Not Rated,6.5
The Munsters,2020.0,PG,4.5
Blue Crush,2020.0,UA,5.7
Pee-wee's Big Adventure,2020.0,U,7.0
La piscine,2020.0,none,7.1
The Kissing Booth 2,2020.0,13,5.7
Identity Thief,2020.0,UA,5.7
Sweet November,2020.0,A,6.7
Boiler Room,2020.0,R,7.0
Fahrenheit 451,2020.0,none,5.0
Hang 'Em High,2020.0,A,7.0
The Cider House Rules,2020.0,U,7.4
Diet of Sex,2020.0,none,4.3
Klaus,2020.0,7,8.2
True Spirit,2020.0,UA 7+,6.8
The Rescuers Down Under,2020.0,none,6.8
Get Him to the Greek,2020.0,A,6.3
Youngblood,2020.0,Not Rated,6.2
Ma,2020.0,18,5.6
Magic Mike XXL,2020.0,A,5.6
"Lyle, Lyle, Crocodile",2020.0,U,6.1
News of the World,2020.0,16,6.8
Mr. Harrigan's Phone,2020.0,UA 13+,6.0
The Boys from Brazil,2020.0,none,7.0
The Beach Bum,2020.0,R,5.5
My Bloody Valentine,2020.0,A,5.4
Freaky Tales,2020.0,R,7.2
Disquiet,2020.0,R,3.8
My Spy,2020.0,UA,6.3
A Monster Calls,2020.0,UA,7.4
Before I Fall,2020.0,UA 7+,6.4
Night Shift,2020.0,none,6.5
Ne le dis à personne,2020.0,none,7.5
Faces of Death,2020.0,A,4.2
Infinite Storm,2020.0,A,5.2
Guys and Dolls,2020.0,U,7.1
Togo,2020.0,U,7.9
Enough,2020.0,16,5.8
Nosferatu - Phantom der Nacht,2020.0,none,7.4
On the Basis of Sex,2020.0,UA 13+,7.1
"Janghwa, Hongryeon",2020.0,UA,7.1
Be Cool,2020.0,PG-13,5.6
Watership Down,2020.0,Not Rated,7.6
St. Vincent,2020.0,PG-13,7.2
Bosco,2010.0,none,5.8
Heist,2010.0,15+,6.1
Nine,2010.0,A,5.8
Good Burger 2,2010.0,none,5.3
Anchorman 2: The Legend Continues,2010.0,PG-13,6.3
Withnail and I,2010.0,none,7.5
Victor/Victoria,2010.0,A,7.6
Samson and Delilah,2010.0,none,6.8
Modern Times,2010.0,none,8.5
Good Burger,2010.0,PG,5.8
Take Me Home,2010.0,PG-13,6.8
Altered States,2010.0,none,6.9
Poltergeist II: The Other Side,2010.0,UA,5.7
Semi-Pro,2010.0,R,5.8
Isn't It Romantic,2010.0,PG-13,5.9
The Divide,2010.0,R,5.8
À bout de souffle,2010.0,U,7.7
Hoosiers,2010.0,U,7.4
French Kiss,2010.0,U,6.6
Loverboy,2010.0,A,6.0
Kiss of the Dragon,2010.0,U,6.6
Cadi,2010.0,none,7.1
Nostalgia,2010.0,none,7.9
Saw 3D,2010.0,(Banned),5.5
Confessions from a Holiday Camp,2010.0,none,4.3
Money Monster,2010.0,A,6.5
Showdown in Little Tokyo,2010.0,R,6.1
Boy Erased,2010.0,Unrated,6.9
The Substitute,2010.0,R,6.0
Left Behind,2010.0,PG-13,3.1
Species II,2010.0,A,4.5
Ca$h,2010.0,R,5.9
The Next Karate Kid,2010.0,U,4.5
Exodus,2010.0,none,6.7
"Endings, Beginnings",2010.0,none,5.6
The Kings of Summer,2010.0,Not Rated,7.1
The Croods: A New Age,2010.0,UA,6.9
Long ma jing shen,2010.0,none,6.3
The Night the Lights Went Out in Georgia,2010.0,none,5.9
Cool World,2010.0,UA,4.8
Blank Check,2010.0,PG,5.3
Sliding Doors,2010.0,none,6.7
Synchronic,2010.0,18,6.2
The F Word,2010.0,PG-13,6.8
The Phantom,2010.0,UA,5.1
Sleepover,2010.0,U,5.3
My All-American,2010.0,PG,7.1
The Entity,1968.0,none,6.7
Palo Alto,1968.0,R,6.2
Cocorico,1968.0,none,5.7
La guerre du feu,1968.0,none,7.3
The Sword in the Stone,1968.0,U,7.1
Beerfest,1968.0,R,6.2
Dan in Real Life,1968.0,U,6.8
Club Dread,1968.0,R,5.7
Driven,1968.0,U,4.6
Slave Girls from Beyond Infinity,1968.0,none,4.4
The Swimmers,1968.0,UA 16+,7.4
Slender Man,1968.0,UA,3.3
Muzzle,1968.0,none,5.5
Fired Up!,1968.0,UA,6.1
Like Mike,1968.0,U,5.4
The Eyes of Tammy Faye,1968.0,UA 16+,6.6
Mishehu Yohav Mishehu,1968.0,none,5.7
Swamp Thing,1968.0,none,5.3
Red Heat,1968.0,A,6.1
The Polar Express,1968.0,U,6.6
Thirteen Days,1968.0,PG-13,7.3
Mr. No Legs,1968.0,none,5.0
The Slumber Party Massacre,1968.0,none,5.6
Dark Angel,1968.0,none,6.1
Not Without My Daughter,1968.0,none,6.4
Alvin and the Chipmunks: The Road Chip,1968.0,U,4.9
The Fundamentals of Caring,1968.0,16,7.3
Perfect Sense,1968.0,R,7.0
Ong-Bak,1968.0,R,7.1
Girls Just Want to Have Fun,1968.0,U,6.0
Troop Beverly Hills,1968.0,U,5.9
Acrimony,1968.0,R,5.9
The Fifth Floor,1968.0,none,5.0
The Lion in Winter,1968.0,U,7.9
Ma mère,1968.0,NC-17,5.0
Fish Tank,1968.0,Not Rated,7.3
Superman IV: The Quest for Peace,1968.0,U,3.7
Shanghai Noon,1968.0,UA,6.6
Sinister 2,1968.0,A,5.3
The Pagemaster,1968.0,none,6.1
Chocolate Lizards,1968.0,PG-13,5.6
Les frères Sisters,1968.0,R,6.9
Tora! Tora! Tora!,1968.0,none,7.5
Insidious: Chapter 2,1968.0,A,6.5
Forsaking All Others,1968.0,none,6.4
The Naked Gun 2½: The Smell of Fear,1968.0,U,6.9
Blithe Spirit,1968.0,PG-13,5.4
Serena,1968.0,R,5.4
Star Trek III: The Search for Spock,1968.0,U,6.6
The Princess,2023.0,A,5.7
Honest Thief,2023.0,PG-13,6.0
Zerkalo,2023.0,none,8.0
The Jackal,2023.0,A,6.4
The Best Years of Our Lives,2023.0,none,8.1
Harry and Tonto,2023.0,none,7.3
Silent Hill: Revelation,2023.0,R,4.9
The Day of the Jackal,2023.0,A,7.8
Tuck Everlasting,2023.0,U,6.6
Whatever Works,2023.0,PG-13,7.1
Vixen!,2023.0,none,5.6
Ganapath,2023.0,none,3.1
Leprechaun,2023.0,R,4.8
The Vanishing,2023.0,UA,6.3
Padmaavat,2023.0,UA,7.1
Ging chaat goo si,2023.0,UA,7.5
Crisis,2023.0,R,6.2
Catch-22,2023.0,A,7.1
Le théorème de Marguerite,2023.0,none,6.8
Blackhat,2023.0,UA,5.5
Beastly,2023.0,PG-13,5.5
Dark Matter,2023.0,none,7.6
Young Guns II,2023.0,A,6.5
Jason Lives: Friday the 13th Part VI,2023.0,none,6.0
Barb Wire,2023.0,UA,3.5
Black Dynamite,2023.0,R,7.4
Yôjinbô,2023.0,U,8.2
Malaal,2023.0,U/A,5.9
Bambi,2023.0,U,7.3
The Map of Tiny Perfect Things,2023.0,13,6.8
History of the World: Part I,2023.0,A,6.8
The Guard,2023.0,R,7.3
Dark Water,2023.0,PG-13,5.6
Dangerous Waters,2023.0,none,5.2
Paint Your Wagon,2023.0,PG-13,6.6
Flower,2023.0,R,6.0
A Simple Plan,2023.0,Not Rated,7.5
Capone,2023.0,R,4.7
Corvette Summer,2023.0,none,5.7
Troop Zero,2023.0,7,6.9
The Professionals,2023.0,A,7.3
Les Misérables,2023.0,UA,7.4
Raw Deal,2023.0,A,5.6
The Professor and the Madman,2023.0,none,7.2
I'm Not There,2023.0,R,6.8
Level 16,2023.0,none,6.1
Bait,2023.0,R,5.2
Sydney White,2023.0,U,6.2
Entergalactic,2023.0,A,7.3
Hoo-goong: Je-wang-eui cheob,2005.0,none,6.0
Corner Office,2005.0,PG-13,6.0
Piranha,2005.0,A,5.9
Dangal,2005.0,U,8.3
The Pleasure of Your Company,2005.0,R,5.6
Lionheart,2005.0,A,6.2
"Where'd You Go, Bernadette",2005.0,PG-13,6.5
No One Lives,2005.0,R,6.0
C'mon C'mon,2005.0,R,7.4
Doubt,2005.0,PG-13,7.5
The Last Dragon,2005.0,none,6.8
The Slaughter Rule,2005.0,R,5.9
The Escapist,2005.0,none,6.7
Firestarter,2005.0,A,4.6
Vera Cruz,2005.0,none,7.0
Air Force One Down,2005.0,R,4.5
Arthur et les Minimoys,2005.0,U,6.0
La tua presenza nuda!,2005.0,none,5.8
Harper,2005.0,none,6.8
Just a Farmer,2005.0,none,8.6
Judas and the Black Messiah,2005.0,A,7.4
The Imposter,2005.0,R,7.5
Stronger,2005.0,R,6.9
Black Rain,2005.0,A,6.6
Run Rabbit Run,2005.0,none,5.0
Tell Me Who I Am,2005.0,none,7.6
The Legend of Zorro,2005.0,U,5.9
Fathers & Daughters,2005.0,A,7.0
Aattam,2005.0,UA,8.2
The Kentucky Fried Movie,2005.0,A,6.4
Swallow,2005.0,R,6.5
Sous emprise,2005.0,A,5.8
The Wedding Date,2005.0,UA,6.1
Curse of Chucky,2005.0,A,5.6
Il Decameron,2005.0,R,7.0
Sheytan Vojood Nadarad,2005.0,none,7.5
Life as We Know It,2005.0,UA,6.5
You Only Live Twice,2005.0,A,6.8
3 metros sobre el cielo,2005.0,none,6.8
Paper Moon,2005.0,U,8.1
En del av mitt hjärta,2005.0,none,5.4
Colors,2005.0,U,6.7
Spider-Man: Lotus,2005.0,none,3.1
Deadgirl,2005.0,R,5.5
Gold,2005.0,R,6.7
Jade,2005.0,A,5.3
Behaving Badly,2005.0,R,4.4
Pump Up the Volume,2005.0,UA,7.2
Flowers in the Attic,1981.0,none,5.7
Save the Last Dance,1981.0,U,6.2
Wil,1981.0,none,6.9
The Believer,1981.0,R,7.1
A Real Pain,1981.0,R,7.4
The Deep,1981.0,U,6.2
The International,1981.0,A,6.5
Analyze This,1981.0,A,6.7
The Karate Kid Part III,1981.0,U,5.3
Meng long guo jiang,1981.0,U,7.2
...And Justice for All,1981.0,none,7.4
10 to Midnight,1981.0,none,6.3
Friday the 13th Part VIII: Jason Takes Manhattan,1981.0,15+,4.5
Harry and the Hendersons,1981.0,U,6.1
The Hills Have Eyes,1981.0,none,6.3
Southern Comfort,1981.0,none,7.1
Home Team,1981.0,7,6.0
Ruby Sparks,1981.0,R,7.2
The Forever Purge,1981.0,A,5.4
Below,1981.0,R,6.1
Breaking the Waves,1981.0,R,7.8
Project Power,1981.0,16,6.0
Svart krabba,1981.0,16,5.7
Call Jane,1981.0,R,6.4
Seeking a Friend for the End of the World,1981.0,R,6.7
The Lord of the Rings,1981.0,U,6.2
"What's Up, Doc?",1981.0,none,7.7
Cheaper by the Dozen 2,1981.0,U,5.5
Song to Song,1981.0,R,5.6
The Last Song,1981.0,U,6.0
Midnight Sun,1981.0,UA,6.6
Lady Chatterley's Lover,1981.0,none,5.1
Eli,1981.0,R,5.8
Leo,1981.0,none,7.2
Always Be My Maybe,1981.0,13,6.7
Alvin and the Chipmunks: Chipwrecked,1981.0,U,4.4
The Portrait,1981.0,R,4.4
What's Love Got to Do with It?,1981.0,PG-13,6.3
Angel,1981.0,Not Rated,5.8
The Maid,1981.0,none,4.8
Beautiful Creatures,1981.0,16,6.1
Neko no ongaeshi,1981.0,G,7.1
God's Not Dead,1981.0,PG,4.6
Kabhi Khushi Kabhie Gham...,1981.0,U,7.4
Guess Who's Coming to Dinner,1981.0,none,7.8
The Black Dahlia,1981.0,R,5.6
Barton Fink,1981.0,A,7.6
The Rules of Attraction,1981.0,Not Rated,6.6
Les filles d'Olfa,2001.0,none,7.3
The Rum Diary,2001.0,A,6.1
Jack and Jill,2001.0,UA,3.3
Titan A.E.,2001.0,U,6.6
Freaks,2001.0,none,7.8
The Prophecy,2001.0,R,6.4
Bird Box: Barcelona,2001.0,A,5.3
Candy,2001.0,R,7.2
Mr. Brooks,2001.0,R,7.3
The Misfits,2001.0,none,7.2
House of Frankenstein,2001.0,none,6.2
Executive Decision,2001.0,U,6.5
The Money Pit,2001.0,U,6.4
Return to Me,2001.0,UA,6.9
Crazy Heart,2001.0,R,7.2
This Boy's Life,2001.0,U,7.3
Zhou chu chu san hai,2001.0,none,7.3
The Sentinel,2001.0,none,6.3
The Good Son,2001.0,A,6.4
5lbs of Pressure,2001.0,R,5.1
Star,2001.0,none,7.2
The Taking of Pelham 123,2001.0,UA,6.4
The Host,2001.0,A,5.8
The Big Year,2001.0,UA,6.2
The Descent: Part 2,2001.0,A,5.7
If Beale Street Could Talk,2001.0,R,7.1
Touch of Evil,2001.0,PG-13,8.0
Absolute Power,2001.0,A,6.7
The Antisocial Network,2001.0,none,6.3
Ro Gi Wan,2001.0,none,6.8
Only You,2001.0,U,6.5
Astérix & Obélix : L'empire du milieu,2001.0,none,5.1
A Walk in the Woods,2001.0,R,6.4
Jason X,2001.0,A,4.4
Saw VI,2001.0,A,6.0
Taxi,2001.0,U,7.0
The Miracle Season,2001.0,PG,6.5
El cadáver de Anna Fritz,2001.0,none,5.9
The Exorcist III,2001.0,A,6.5
My Tutor,2001.0,A,5.2
Child's Play 2,2001.0,UA,5.9
Bad Taste,2001.0,Not Rated,6.5
The Loft,2001.0,R,6.3
Sterben,2001.0,none,7.7
Domino,2001.0,Not Rated,5.9
25th Hour,2001.0,R,7.6
Race,2001.0,UA,7.1
The Greatest Story Ever Told,2001.0,none,6.6
Soulmeiteu,2001.0,none,7.4
Men at Work,2016.0,none,5.9
New Jack City,2016.0,R,6.6
Kicking & Screaming,2016.0,PG,5.6
Impetigore,2016.0,A,6.6
Prom Night,2016.0,A,5.3
The Loneliness of the Long Distance Runner,2016.0,none,7.5
Driving Miss Daisy,2016.0,U,7.3
Azrael,2016.0,R,6.7
Still Alice,2016.0,PG-13,7.5
Gremlins 2: The New Batch,2016.0,UA,6.4
Beau-père,2016.0,none,6.9
The Act of Killing,2016.0,none,8.2
Wish Dragon,2016.0,7,7.2
Star Trek V: The Final Frontier,2016.0,U,5.5
The Ghost Writer,2016.0,PG-13,7.2
Volver,2016.0,UA,7.6
Vertical Limit,2016.0,UA,5.9
Rise of the Guardians,2016.0,U,7.2
Repo! The Genetic Opera,2016.0,R,6.4
Here Comes the Boom,2016.0,PG,6.4
Gräns,2016.0,R,7.0
Resident Evil: Extinction,2016.0,A,6.2
Finding the Money,2016.0,none,6.7
The Last Unicorn,2016.0,U,7.3
The Five-Year Engagement,2016.0,UA,6.2
The Killing,2016.0,none,7.9
The Survivor,2016.0,R,6.7
To the Bone,2016.0,none,6.8
Lara Croft: Tomb Raider - The Cradle of Life,2016.0,UA,5.5
The Channel,2016.0,none,5.6
Psycho,2016.0,A,4.6
Xanadu,2016.0,none,5.3
Elle,2016.0,18,7.1
Paws of Fury: The Legend of Hank,2016.0,UA,5.7
What Happens in Vegas,2016.0,UA,6.1
House,2016.0,none,6.1
Even Lambs Have Teeth,2016.0,none,5.1
Taking Lives,2016.0,R,6.2
Rustin,2016.0,PG-13,6.5
Nadikar,2016.0,none,7.0
No Reservations,2016.0,PG,6.3
One Crazy Summer,2016.0,U,6.4
Little Big Man,2016.0,A,7.5
Sneakers,2016.0,U,7.1
Mob Land,2016.0,R,5.3
The Butler,2016.0,A,7.2
The 6th Day,2016.0,U,5.9
The Electrical Life of Louis Wain,2016.0,PG-13,6.8
The Hidden,2016.0,none,7.0
Broadcast News,2011.0,A,7.3
The Curse of the Were-Rabbit,2011.0,U,7.5
His House,2011.0,16,6.5
The Lair,2011.0,A,4.6
Casualties of War,2011.0,UA,7.1
Sergeant Rutledge,2011.0,none,7.4
Beyond the Valley of the Dolls,2011.0,A,6.1
Jamón Jamón,2011.0,A,6.4
Winnie the Pooh,2011.0,none,7.1
Nightbreed,2011.0,Not Rated,6.5
Class of 1984,2011.0,A,6.5
Meet the Feebles,2011.0,Not Rated,6.6
Being the Ricardos,2011.0,UA 13+,6.5
After Earth,2011.0,UA,4.8
Dinner for Schmucks,2011.0,PG-13,5.9
Coneheads,2011.0,U,5.4
The Big Wedding,2011.0,R,5.6
Last Night,2011.0,A,6.5
Fritz the Cat,2011.0,A,6.2
Melissa P.,2011.0,none,4.8
Gretel & Hansel,2011.0,UA,5.5
Confessions of a Dangerous Mind,2011.0,R,7.0
The Beverly Hillbillies,2011.0,U,5.0
The Informer,2011.0,A,6.6
Mil gritos tiene la noche,2011.0,A,6.0
Honeysuckle Rose,2011.0,none,6.3
UHF,2011.0,none,6.9
Raising Helen,2011.0,PG-13,6.0
L'amant double,2011.0,none,6.2
Horns,2011.0,A,6.4
The Room,2011.0,none,6.0
Weekend,2011.0,none,7.6
Hard Miles,2011.0,PG-13,7.0
Bugsy Malone,2011.0,U,6.8
Next Friday,2011.0,R,6.1
Rosaline,2011.0,PG-13,6.5
Bottle Shock,2011.0,PG-13,6.8
The Campaign,2011.0,A,6.1
Ajeossi,2011.0,7,7.7
Child's Play,2011.0,A,5.7
The Howling,2011.0,A,6.5
The Greatest Game Ever Played,2011.0,U,7.4
Something Wicked This Way Comes,2011.0,none,6.7
The People Under the Stairs,2011.0,A,6.4
First Reformed,2011.0,R,7.1
Les chambres rouges,2011.0,none,7.1
Tall Girl,2011.0,7,5.2
The Forest Hills,2011.0,none,7.3
Rio Grande,2006.0,none,7.0
From Paris with Love,2006.0,R,6.4
Unfriended,2006.0,R,5.6
Le locataire,2006.0,UA,7.6
Henry & June,2006.0,Not Rated,6.3
Peacock,2006.0,PG-13,6.2
Spectral,2006.0,16,6.3
Fandango,2006.0,none,6.7
Professor Marston and the Wonder Women,2006.0,R,7.0
One Eight Seven,2006.0,R,6.6
"Don't Worry, He Won't Get Far on Foot",2006.0,R,6.8
Hoard,2006.0,none,6.8
Till,2006.0,PG-13,7.2
Vampire humaniste cherche suicidaire consentant,2006.0,none,7.2
Black Knight,2006.0,PG-13,4.9
K-PAX,2006.0,U,7.4
Amelia's Children,2006.0,none,5.3
Don't Say a Word,2006.0,U,6.3
The Treasure of the Sierra Madre,2006.0,none,8.2
The Bounty Hunter,2006.0,A,5.5
El Topo,2006.0,A,7.2
The Horse Soldiers,2006.0,U,7.1
Life in a Year,2006.0,13,6.2
Broken Arrow,2006.0,U,7.2
The Cave,2006.0,UA,5.1
Ghost Dog: The Way of the Samurai,2006.0,R,7.5
28 Days,2006.0,U,6.1
Johnny Dangerously,2006.0,none,6.5
Mindcage,2006.0,R,4.6
Highlander II: The Quickening,2006.0,R,4.2
Veronica Mars,2006.0,PG-13,6.7
Iron Sky,2006.0,R,5.9
Failure to Launch,2006.0,U,5.6
Sing si lip yan,2006.0,U,6.3
Spread,2006.0,R,5.8
Dinner in America,2006.0,none,7.4
De Oost,2006.0,none,6.8
Takers,2006.0,PG-13,6.2
We Have Always Lived in the Castle,2006.0,none,5.6
Hidalgo,2006.0,UA,6.7
Tian jiang xiong shi,2006.0,R,5.9
Dreamgirls,2006.0,PG-13,6.6
The Great Mouse Detective,2006.0,U,7.1
Beyond the Black Rainbow,2006.0,R,5.9
Behind the Candelabra,2006.0,none,7.0
I Know Who Killed Me,2006.0,A,3.6
Crush,2006.0,none,6.3
Clean,2006.0,none,5.6
Compliance,2006.0,R,6.4
The Shadow,1995.0,U,6.0
The Texas Chainsaw Massacre: The Beginning,1995.0,A,5.8
De rouille et d'os,1995.0,R,7.4
Sphere,1995.0,A,6.1
Big Eyes,1995.0,U,7.0
Submarine,1995.0,R,7.3
The Music Man,1995.0,G,7.7
Femme Fatale,1995.0,R,6.2
The Natural,1995.0,U,7.4
Emmanuelle,1995.0,A,5.2
The Alamo,1995.0,none,6.8
Boudica,1995.0,R,4.2
One True Loves,1995.0,PG-13,5.5
Ballerina,1995.0,PG,6.7
Santa Sangre,1995.0,Not Rated,7.5
The Tax Collector,1995.0,A,4.8
Mr. Jones,1995.0,none,6.9
